Hospital,#colm,var_colm_stuc,hd_tm,vr0,l_mark_for_render,hd_cl1,hd_cl1_0,hd_cl1_1,hd_cl2,hd_cl2_0,hd_cl2_1,hd_cl3,hd_cl3_0,hd_cl3_1,hd_cl4,hd_cl4_0,hd_cl4_1,hd_cl5,hd_cl5_0,hd_cl5_1,hd_cl6,hd_cl6_0,hd_cl6_1,hd_cl7,hd_cl7_0,hd_cl7_1,hd_cl8,hd_cl8_0,hd_cl8_1,hd_cl9,hd_cl9_0,hd_cl9_1,start1,start_no,start1_t,end1,end_no,end1_t,sbt,sbt_cnsd,sbt_not_cnsd,sbt_no,vacant_box,correct_box,correct_spl_box,boxwise_corr,spf_spl_corr,head_to_home,specific_head_corr,correct_head,cnt_cond,space_within_box,pre_peronailse_at_basic_ext,peronailse_at_basic_ext,peronailse_at_merge,num_data,fc_yes,add_head,head_pos_corr,add_subtotal,sift_sbt,head_to_head_sbt,add_to_cnld,one_to_many,recognise_head,one_to_two_line,w_mark_txt,crop_data_1,clean_data_1,cd1_yes,ss1_yes,skip_data_1,sd1_yes,addj_overlap,clean_amt,ca_yes,crop_shift_1,cs1_yes,correct_cld_1,prefer_next,shift_data_1,merge_param,merge_space,mp_else,merge_set,spl_bottom,qty,date,rate,total,discount,amount,disc_func,rate_func,dot_zz_func,datetime_func,dtf_yes,date_func,df_yes,head_list,hdl_no,lebels,head_identify_1,correct_combination,default_clm_rng
Masina_N3000,6,,"Description,12",40,,"Vch No.,Vch No.","1,2,1","5,2,0","Vch Date,Vch Date|/ch Date","3,1,1","3,1,0","Description,Description","2,1,0","1,1,0","Patient Class,Patient","1,1,0","1,2,0","Qty.,Qty.|Qty","1,5,0","1,4,0","Amt,Amt","8,10,0","1,1,0",,,,,,,,,,"Description,E-mail",,40,"Total For Bill,Page,",,20,Subtotal,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"ADMISSIBLE|crust solution to Hospital can be claimed|Donations Grantributionsto,0,ADMISSIBLE,0,ADMISSIBLE,0,ADMISSIBLE,0,Masina Hospital Trust,1",,,,,,,,,"\d+\/\d+\/\d+|\/\d+\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,\d+\/\d+\/\d+,1,1,1,1,1,1,2",,,"REGISTRATION FEE,WARD NO 5 -MED/ MATERNITY,BIOCHEMISTRY,CLINICAL,HAEMATOLOGY,PATHOLOGY,X - RAY,PEDIATRICS,MEDICINE (Co & Put Pts),KITCHEN,BLOOD GASES,CT SCAN,ECHO CHARGES,RADIO IMMUNO ASSAY,SEROLOGY,CARDIOLOGY,DIABETOLOGY,PSYCHIATRY,RADIOLOGY (MH),MEDICINE (Co & Put Fts),OCCUPATIONAL THERAPY,BRIEF PULSE THERAPY-ECT,ECG,NEUROLOGY,WARD NO.3 - PSYCHIATRIC,WARD NO. 1 - PARSI WARD,ROUNDING OFF,OT MATERIAL CHARGES,GASTROENTEROLOGY,GENERAL SURGERY,ANEASTHESIST,HISTOPATHOLOGY,COVID-19,WARD NO 11 - NURSING HOME,COVID-IS,GENERAL MEDICINE,MEDICAL PROCEDURES,WARD NO.1 - PARSI WARD,SONOGRAPHY,NEPHROLOGY,ECG,OBST AND GYNEC",,,,,,,,,,,,,,,"ROOM CHARGES AND BED SERVICES,DIAGNOSTIC CHARGES,PROCEEDURES,MEDICINES,SERVICE CHARGES,SERVICE CHARGES,BED AND REGISTRATION CHARGE,PROCEEDURES,SERVICE CHARGE,BED AND REGISTRATION CHARGES,MEDICINE",,"Remark,Date,Description,Remark1,Qty,Amount",,,
Masina_N3000-pharma,6,,"A mount,10",20,,"Date,Date","2,1,0","5,6,0","Remark,Date","1,1,1","3,2,0","Item Description,Item|I t em|I tem|I tem","1,1,0","9,3,0","Remark,Qnty","3,1,1","11,3,0","Qnty Loose,Qnty","4,1,1","9,2,0","Sales,Sales|sales","1,1,0","1,59,0",,,,,,,,,,"Item Description|I tem Descri pt l o,",,30,"FINAL TOTAL,",,20,Patient subtot,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,"TPA,2,TPA,2,TPA,2,TPA,2,TPA,2",,,,,,,,,"\d\s?\.\s?\d|\d\.\s?\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,3",,,,,,,,,,,,,,,,,,Pharmacy,,"Date,Remark,Item,Remark,Qty,Amount",,,
Mallige_N0897,6,,"Particulars,12",120,,"Date,Particulars","4,1,0","1,2,0","Description,Particulars","3,2,1","1,1,0","Qty,Qty","3,2,0","1,10,0","Unit Price,Unit","2,10,0","1,2,0","Amount,Unit","1,1,1","17,10,0","Net,Net|Ne","1,2,0","1,1,0",,,,,,,,,,"Bill Details,",,-5,"Outstandin,",,0,Total,,,Total Vitamin,,"0,Total Count (TC),ttotal Count (TC)#3,Totals,Extra#0,Professional Fees' Tot ],Professional Fees Total#0,Professional Fees',Professional Fees#",,"0,1 Room & Nursing Charges,Room & Nursing Charges#0,5 Investigation Charges - Laboratory,Investigation Charges - Laboratory#0,|Investigation Charges - Radiology,Investigation Charges - Radiology#0,Printed on: 01-Aug-2022 12:11:0 5 Investigation Charges - Laboratory,Investigation Charges - Laboratory#2,Medicine & Consumables Tot !,Medicine & Consumables Total#2,rofessional Fees' Tot ],Professional Fees Total#2,Investigation Charges - Laboratory Totail,Investigation Charges - Laboratory Total#2,Professional Fees' Tot ],Professional Fees Total#0,Total Count (TC),ttotal Count (TC)#3,Totals,Extra#0,Professional Fees' Tot ],Professional Fees Total#0,Professional Fees',Professional Fees#3,Professional Fees' Tot ],Professional Fees' Total#0,??-Jul-2022,22-Jul-2022#0,|Miscellaneous Charges,Miscellaneous Charges#0,|Investigation Charges - Cardiology,Investigation Charges - Cardiology#0,[Professional Fees,Professional Fees#",,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,"SI No Particulars|Particulars,0,Banga ure- 1. Crescent Road No. 31:32. I Centra|w,2,Amount|Totals,4,Pane 1|Page|Pane,5,Extra,3",,,,,,,,,"\d{2}\-\w{3}\-\d{4},\d\.\d,\d\.\d,\d\.\d,0,2,3,4,2",,,,,,,,,,,,,,,,,,"Room & Nursing Charges,Medicine & Consumables,Professional Fees,Investigation Charges - Laboratory,Investigation Charges - Radiology,Miscellaneous Charges,investigation Charges - Radiology,Investigation Charges - Cardiology,OT Charges,Package Charges",,"Date,Description,Qty,Rate,Amount,Remark",,,
Mallige_N0897-pharma,6,,"Item|I tem,6",40,,"Item,Item|I tem","4,1,0","12,1,0","Remark,Qty","8,1,0","3,1,1","Remark,Qty","3,1,0","3,1,1","Remark,Qty","5,2,0","3,2,1","Qty,Qty","1,1,0","1,1,0","Net Amount,Net","1,10,0","2,1,0",,,,,,,,,,"Item|I tem,",,0,"Page|Pane ?|Pana,",,-10,Sale Total,,,Total Vitamin,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,yes,"[non medical] Total|SALE (S)|[non medical items] Total|Total,1,Total,2,Total,3,Amount,5,SALE (S),0",,,,,,,,,"\d?\d\s\d+\s\D\s\d+|\d\s?\.\s?\d|\D\.\s?\d+|\d\s\d|\d+\D?\D?\s?\d+,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,Pharmacy,,"Description,Remark,Remark,Qty,Unit,Amount",,,
Sahayog_N17901,6,,"Rate,4",30,,"Date,Date|Data Code|Code,1","5,2,0","1,2,0","Code,Code|code,1","1,5,0","1,8,0","Service Name,Service,1","3,1,0","7,4,0","Rate,Rate,0","1,1,0","0,1,0","Qty,Qty|Oty|Amount|aty.","1,1,0","1,1,1","Amount,Amount,0","1,1,0","1,10,0",,,,,,,,,,"Discharge Date,",,50,"Bill Amount|Bill Amoun,Page",Sub Total|Total Protein|Total Rs,10,Sub Total,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,,,yes,"SARVODAYA HOSPITAL AND RESEARCH CENTRE|Patient Refundable Amount|Prepared By,0,Service Name|Rate Category,2,Payment by Credit Card|UNIT OF|NAGPUR 16 10412022,2,Code|Receipt / Refund,1,Payment And Refund|Tola|Total|Date|No. [ Code ] Service Name (Notes),0",,,,,,,,,"\d\-\d{2}\-\d{4},\d\-\d{2}\-\d{3},\d\.\d,\d\.\d,0,0,5,5,3",,,,,,,,,,,,,,,,,,"IP PACKAGE (SAC No 999311),IP PACKAGE (SAC No 999311,NEONATOLOGY (SAC No 999311),BLOOD BANK (SAC No 999317),IPD CONSULTATION (SAC No 999311),UROLOGY SURGERY (SAC No 999311),PULMONOLOGISTC No 999311),DIOLOGY (SAC No 999311),REGISTRATION CHARGE (SAC No. 999311),ORTHOPAEDICS SURGERY (SAC No 999311),COMMON MEDICAL PROCEDURE (SAC No 999311),OTHER CHARGES (SAC No 999311),NEURO SURGERY (SAC No 999311),ROOM CHARGES (SAC No 999311),VISIT CHARGES (SAC No 999311),LABORATORY (SAC No 999316),LABORATORY (SAC No 999316,OUTSOURCE LAB CHARGES (SAC No 999316),RADIOLOGY (SAC No 999316),CARDIOLOGY (SAC No 999311),NUCLEAR MEDICINE (SAC No 999311),GASTROENTROLOGY (SAC No 9993 16),GASTROENTROLOGY (SAC No 999316),PAIN MANAGEMENT (SAC No. 999311),MEDICINE (SAC No. 999311),MEDICAL ONCOLOGY (SAC No 999311),TRANSFUSION MEDICINE AND BLOOD CENTRE(SACNo999317),ACCOMMODATION CHARGES,CARDIOLOGY INVESTIGATION,HOSPITAL CHARGES,PATHOLOGY INVESTIGATION,PROCEDURE CHARGES,PROFESSIONAL CHARGES,SURGICAL MANAGEMENT,MEDICINE CHARGES,IMPLANTS AND STENTS,MEDICAL MANAGEMENT,RADIOLOGY INVESTIGATION,SURGERY CHARGES,PATHOLOGY CHARGES,ACCOMODATION CHARGES,RADIOLOGY CHARGES",,"Date,Code,Item,Rate,Qty,Amount",,,
Primus_N3475,6,,"Date\s?Time|Data\s?Time|DaleTime|eTime,11",30,,"Item Name,Nam,1","5,2,0","3,2,0","DateTime,Date|Data|eTime,1","5,2,0","2,9,0","Qty,Price,1","1,1,0","1,1,1","Price,Price,0","2,3,0","0,1,0","GST,Amount,1","2,1,0","7,4,1","Amount,Amount,0","1,1,0","0,1,0",,,,,,,,,,"Item Name|Item Nam|Itum Name|I'm Name|1tum Name|m Name,",,25,"Grand Total|Grand.Total,Common Misc Items|Grand,Print Date|Page,payble",,25,Sub Total,,,Total Vitamin,,"1,Sub . Total,Sub Total#1,sub Total,Sub Total#1,sub To,Sub Total#","0,Other C,Other Charges#0,Proced,Procedures#0,m Rent,Room Rent#0,cedures,Procedure","1,Sub,Sub Total#1,sub T,Sub Total#1,Sub Fotal,Sub Total#1,Sul Total,Sub Total#0,'rocedures,Procedures#0,S ther Charges,Other Charges#0,onsultation,Consultation#0,Rcom Rent,Room Rent#0,Ir vestigations,Investigations#0,cc isultation,Consultation#0,stigations,Investigations#0,Medical Consumpur,Medical Consumable#0,Room Bent,Room Rent#0,Medical Costumable,Medical Consumable#0,Procedures.S,Procedures#0,Surgery BreakUp Of Surgery,Surgery#","Surgery,Plastic#Surgery,Neuro#Surgery,General#Physician,General#",,"Blow i Bank,0,Blood Bank,0#itation,0,Consultation,0#Mu. I al Consumable,0,Medical Consumable,0#Me.iii al Consumable,0,Medical Consumable,0#PipestuLES,0,Procedures,0",,,yes,,yes,yes,"hd_cl3,hd_cl4,hd_cl6",,yes,,,,,,,,"lvl2,3,5,\d\.\d",yes,,,,"3,2,space#",yes,"Sub Total|Patient Na,4,Patient Name,1,PID :,2,Print Date|Print|Patient name|Registration No,0,Total|GST,4",,,,,,,,,"\d\d?\/\d\d?\/\d{4}|\d{2}\/\d{2}\/\d{2}|\d{2}\/\d{2}\/\d{4}|\d{2}\/\d\/\d{2}|\d{2}\/\d{2}\/\d{2}\s\d{2}\:\d{2}\s\d{2}|\/\d\/\d{3}\s\:|\/\d\/\d{4}|\d\/\d\/\d{2}\s\d{2}\:\d{2}|\d{4}\/\d{4}|\D{2}\/\d{2}\/\d{4},\d\s?\.\s?\d|\d\s\d,Discharge Medication|DPCO|Oncology,\d\s?\.\s?\d|\d{2}\:\d{2},1,5,0,3,2",,,,,hd_cl3,hd_cl2,hd_cl4,,,hd_cl6,,yes,yes,,,"\d{2}\/\d{2}\/\d{4}\s\d{2}\:\d{2},/,:","\d{2}\-\w{3}\-\d{4},-","ledical Consumable,Room Bent &,they Charges,Nuclear Medicine,Daras,Mosteat Consumable,BaOID Bent,consultation,investigations,Room Rent a,Medical Consumable .,Equipment charges,Room Rent.,Procedures @,HEAD_PKG,Room Rent+,Room Rent. =,""Medical Consumable .E.,:Other Charges .,.Drugs,Blood Bank,Dr igs,In vestigations,I onsultation,ther Charges,Rcom Rent,Consultation,Drugs,Investigations,Medical Consumable,Surgery,Equipment Charges,Procedures,Room Rent,Medical Consumable,Other Charges,Head,Boom Rent,Room Ram,Radiotherapy,Dietician Charges,Admission Charges",,"Item,DateTime,Quantity,Rate,GST Data,Amount",yes,"2,3,5",
Lifeline_N5106,6,,"Date,10",40,,"Description,Particulars|Particulare","2,1,0","1,2,0","Date,Date","4,1,0","7,1,0","Remark,Particulars|Particulare","1,1,1","1,1,1","Remark,Particulars|Particulare","1,1,1","1,1,1","Qty,Qty","1,1,0","1,1,0","Amount,Amount","1,1,0","2,1,0",,,,,,,,,,"Amount,",,5,"GrandTotal|GrandTot|Grandfotal,",,5,Sub Total,,,Total Vitamin,,,,"0,Nursing Changes,Nursing Charges#0,NursingCharges,Nursing Charges#0,Sursing Charges,Nursing Charges#0,investigations,Investigations#",,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,"\d,\d,\d\-\d{2}\-\d,\d\.\d,5,4,1,5,3",,,,,,,,,,,,,,,,,,"Room Charges,Nursing Charges,Bed Charges,Investigations",,"Description,Date,Remark,Rate,Qty,Amount",,,
National_N0420,7,,"Particulars,11",40,,"Particulars,Particulars","1,1,0","2,1,0","Date,Date","1,1,0","1,6,0","Batch No,Date","1,2,1","1,2,0","Expiry Date,Rate","17,10,0","1,1,1","Rate,Rate","1,1,0","1,2,0","Qty,Qty|Ot","1,3,0","1,2,0","Amount,Amount","1,3,0","1,1,0",,,,,,,"Rate,",,-10,"Page,",,10,Subtotal,,,Total Vitamin,,"0,Consultation (,Consultation Charges#",,,,,,,,yes,yes,yes,yes,,,,,,,,,,,,,,,,,yes,"Bill|DocNo|2021/465284|Prepared|BILL DATE :|2022/466328|hoede|997 80 2826|2022/466680|2022/467013|2022/467014|BILL DATE|2022/468755|PANKAJ|Doc.No|49-50|2022/479827|2022/480454|SON|2022/467206|2022/471773|2022/471781,0,NET BILL|49-58pfff|New|AUTHORIZED|East|Balance|NATION|49-50|FORLAD SIGNATORY,3,Settlement|PROSTITUTE,1,East|P SIGNATORY|Balance|AUTHORIZED,4,NATIONAL,2",,,,,,,,,"\d{2}\/\d{2}\/\d{4},\d\.\d,\d\.\d,\d\.\d,1,4,6,6,3",,,,,,,,,,,,,,,,,,"Registration Charges,Registration (,Bed Charges,Pathology Investigations,Radiology Investigations,Hospital Consumables Charges,Medicine from Store,Medicine Return,Consultation Charges,Hospital Charges,Package Charges,Equipment Charges,Cardiology Investigations,Physiotherapy",,"Particulars,Date,Batch No,Expiry Date,Rate,Qty,Amount",,,
Pulse_N18433,6,,"Particular,12",48,,"Date,Date","1,1,0","2,1,0","Particular,Particular","1,1,0","27,10,0","Remark,Particular","37,10,1","555,100,0","Rate,Rate","11,10,0","29,100,0","Qty,Qty|Oty","25,100,0","9,100,0","Amount,Amount|mol","7,10,0","1,1,0",,,,,,,,,,"Particular,",,0,"Total Amount|Printed By,",,0,Total,,,Total Vitamin,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,"By: 5872|I. P. NO.|Jaipur|Sector|inted|JAIPUR|GOLDEN|HOSPITAL|We|care|Multi|A unit|I.P. No.|unit,0,JAIPUR|GOLDEN|HOSPITAL|RANCHI|SPECIAL|MildSO|UALITY|WVlidsOn,2,JAIPUR|GOLDEN|HOSPITAL|RANCHI|UALITY,3,JAIPUR|GOLDEN|HOSPITAL|Super,4,JAIPUR|GOLDEN|HOSPITAL|Bill No.|soy.,5",,,,,,,,,"\s\d+\/\s\d+|\d{5}\/\d{4}|\/\d{2}\/\d{4}|\d\/\d{2}\/\d{4}|\d{2}\/\d{2}\/\d{4}|\d\.\d,\[\w\.\w+\:\-\w+\]\s\[\w+\s\w+\s\d+\/\d+\/\d+\]\d\.\d,\d\.\d,\d\.\d,0,1,3,5,2",,,,,,,,,,,,,,,,,,"MEDICAL GASES,BED CHARGES,VISIT FEE,LABORATORY,GENERAL SURGERY,ECG,MISC HEADS,ROUND OFF,RADIOLOGY,OPERATION THEATRE,Surgeon Fee + Anesthesist Fee,DIETITCIS CLINIC,ADMISSION CHARGES,MEDICAL CONSUMABLE (CATH LAB),PHARMACY (OUTSOURCE),DIETITCIS CLINIC,CARDIAC IMPLANTS,DEPARTMENT OF CARDIAC SCIENCES,RADIOLOGY,PHARMACY (OUTSOURCE),MEDICAL CONSUMABLE (OPERATION THEATRE),GYNAECOLOGY,DIETICIAN CHARGES,RADIOLOGY,BED CHARGES,IP CONSULTATION,PATHOLOGY,CARDIOLOGY,MISCELLANEOUS,TPA PROCESSING CHARGES,CRITICAL CARE CHARGES,PHARMACY,CARDIOLOGY,CARDIOLOGY,REGISTRATION,MRD CHARGES,BED CHARGES,PHYSIOTHERAPY,ASSISTANT CHARGE,NEUROLOGY,MLC CHARGES,EMERGENCY,ENT,ANESTHESIA CHARGES,OT CHARGES,OT PHARMACY,EQUIPMENT,UROLOGY,INSTRUMENT CHARGS",,"Date,Particular,Remark,Rate,Qty,Amount",,,
st_philomenas_N0938,6,,"Amount,6",30,,"Date,Date","1,1,0","35,10,0","Charge Code,Description","1,10,0","1,10,0","Description,Description","1,10,0","1,10,0","Ward,Type","1,10,0","1,10,0","Qty,Times","1,10,0","1,2,0","Amount,Amount","1,2,0","1,1,0",,,,,,,,,,"Charged|charged,",,0,"Total Amount,",,0,Sub Total,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"Sub total for|Total|Conta.,0,Contd.,0,B/F|B/E,3,B/F,3,B/F|888888888888888888,3",,,,,,,,,"\d\.\d,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,"SURGERY,BED CHARGES,MICU NURSING CARE,NURSING CARE,DOCTORS FEE,MEDICINES,GEN. PROC. IN WARD,LABORATORY,PULSE OXY METER,SURGICAL MATERIALS,DISCHARGE PROCEDURES,REGISTRATION AMOUNT,EQUIPMENT CHARGE,SCAN,PAED VISITS,CARDIAC MONITORING,DIET CHARGES,GYNE VISITS,X-RAY,OXYGEN,PHYSIOTHERAPY,ICCU PROCEDURES,ECHOCARDIOGRAM,E. C. G,DISPOSABLE ELECTRODE,C-ARM,MICU CHARGES,PHYS VISITS,NEURO SURG VISITS,INTENSVISIT VISITS,NEURO PHYS CONST,ORTHO CONST,CARDIO CONST,ANAESTHESIST VISITS,CT SCAN,PHYS CONST,GYNE CONST,SURG VISITS,ANAESTHESIIST VISITS,GASTRO VISITS,GASTROSCOPY PROCEDURE,ATTENDERS COT",,"Date,Code,Description,Remark,Qty,Amount",,,
st_philomenas_N0938-pharma,6,,"Amount,6",30,,"DrugCode,Drug","3,2,0","12,10,0","Description,Description","1,10,0","1,2,0","Batch No,Batch","1,2,0","1,10,0","Exp. Date,Amount","4,1,0","3,1,1","Qty,Amount","2,1,0","2,1,1","Amount,Amount","1,10,0","2,1,0",,,,,,,,,,"Description,",,0,"Total Medicine Returns,",,0,Subtotal,,,Total Vitamin,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,yes,"Bill No|Concession,0,DrugCode|Bill No,0,DrugCode,0,Bill No,0,BillDate,1",,,,,,,,,"\d\D?\s?\d+\s?\D?\d+|\d+\s?\D?\s?\d|\d\s?\D?\s?\d+\s?\D?\s?\d+,\d\.\d,\d\.\d,\d\.\d,5,5,5,5,2",,,,,,,,,,,,,,,,,,Pharmacy,,"Remark,Description,Batch,Exp,Qty,Amount",,,
Babymemo_N1108,6,,"Description,12",30,,"Date,Date|Dat","1,1,0","1,2,0","Description,Description","1,2,0","1,1,0","Batch No,Batch","1,10,0","1,10,0","Unit,Unit","1,1,0","1,10,0","Price,Price","1,2,0","1,10,0","Total,Total","1,1,0","1,2,0",,,,,,,,,,"Description,",,-1,"Total Value,Note|referred to patient payable part|Note : "" referred to patient payable part",,10,Sub Total,,,Total Vitamin,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,,yes,"Note,0,Regd. Office,1,Phone:,1,Regd. Office,1,Phone:,1",,,,,,,,,"\.?\d\-\d+|\d\.\d\-d+|\d\.\s?\d+\-\d+|\d+\-\d+\-\d+|\d\s\d{4},\d+\-\d+\-\d+,\d+\-\d+\-\d+,\d\.\d,0,0,0,5,2",,,,,,,,,,,,,,,,,,"Bed Charges,Consultation / Surgeon Fee,Equipment,Laboratory,Minor Procedure,Miscellaneous,Nursing Care,Pharmacy,Procedure,Operation Theatres,Acl Reconstruction Package,NUTRITIONAL ASSESSMENT PROCEDURE,Provider,Normal Delivery Package,Medical Gases,Radiology Services,Hemiarthroplasty Package,Blood & Blood Products",,"Date,Description,Batch,Qty,Rate,Amount",,,
Mohandai_N13476,6,,"Particulars,11",20,,"Date,Date","3,5,0","1,6,0","Particulars,Particulars","1,2,0","1,2,0","Remark,CTB No","5,1,1","7,1,0","Rate (Rs.),Rate","1,9,0","1,2,0","Nos.,Nos.","1,4,0","1,17,0","Amt (Rs.),Amt","1,4,0","1,2,0",,,,,,,,,,"Admit Bed Number,Particulars,",,20,"Page|Total :,",,10,Subtotal,,,Total Vitamin,,,,"0,. PHYSIOTHERAPY,PHYSIOTHERAPY#0,B. RADIOLOGY SERVICES CHARGES,RADIOLOGY SERVICES CHARGES#0,6.,LAB SERVICES CHARGES#0,. ANAESTHESIA,ANAESTHESIA#0,1 . ADMISSION CHARGES,ADMISSION CHARGES#0,A. NURSING CARE CHARGES,NURSING CARE CHARGES#0,O. OTHER DIAGNOSTIC SERVICES CHARGES,OTHER DIAGNOSTIC SERVICES CHARGES",,,,,,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,"C.R. No.|03562018218|Father,0,Patient|Date|C.R. No.|E & OF : All disputes are subject to jurisdiction of Courts at Ludhianvily.|E & OF : All disputes are subject to jurisdiction of Courts at Ludhianviy.|PHARMACY MEDICINE IMPLANT E & OE : All disputes are subject to jurisdiction of Courts at Ludhianvily.|E & OF :|& OF :|& OE :|E & OE :,0,C.R. No.,3,C.R. No.,4,C.R. No.,5",,,,,,,,,"\d{2}\-\w+\-\d{2},\d\.\d,\d\.\d,\d\.\d,0,4,4,5,2",,,,,,,,,,,,,,,,,,"ADMISSION CHARGES,ROOM/WARD CHARGES,DOCTOR CHARGES,NURSING CARE CHARGES,WARD PROCEDURES,BLOOD BANK UNIT,RADIOLOGY SERVICES CHARGES,ANAESTHESIA,BIO HAZARD CHARGES,DRUG AND CONSUMABLES,PHARMACY MEDICINE,PHARMACY MEDICINE FOLLOWUP,PHARMACY MEDICINE IMPLANT,OT PHARMACY MEDICINE,OT PHARMACY MEDICINE FOLLOWUP,OT PHARMACY MEDICINE IMPLANT,STORE PHARMACY MEDICINE,STORE PHARMACY MEDICINE IMPLANT,PACKAGE,LAB SERVICES CHARGES,STORE PHARMACY MEDICINE FOLLOWUP,PHARMACY MEDICINE FOLLOWUP,OT PHARMACY MEDICINE FOLLOWUP,LAB SERVICES CHARGES,PHYSIOTHERAPY,OTHER DIAGNOSTIC SERVICES CHARGES,CSSD CONSUMABLES CHARGES,. DRUG AND CONSUMABLES,GASTROENTROLOGY,. OT PHARMACY MEDICINE FOLLOWUP,. PHARMACY MEDICINE IMPLANT,BRONCHOSCOPY,PAEDIATRICS",,"Date,Particulars,Remark,Rate,Qty,Amount",,,
Ils_N2847,6,yes,"Gender,10",40,,"Description,Doctor,0,Doctor,2","1,1,0","1,1,0","Date,DATE,0,DATE,2","2,1,0","1,2,0","Qty,Gender,0,Gender,0","2,1,0","1,1,1","Rate,Gender,0,Gender,0","1,1,0","1,2,0","Remark,Net,0,Net,1","1,1,1","1,1,1","Amount,Net,0,Net,2","1,1,0","1,1,0",,,,,,,,,,"Net,",,5,"Total Bill,",,10,Subtotal,,,Total Vitamin,,"0,DOCTOR FEES .,DOCTOR FEES#0,.LABORATORY,LABORATORY#0,.:. .. . Pharmacy,Pharmacy#0,: OPERATION THEATRE..,OPERATION THEATRE#0,...:: ""Pharmacy,Pharmacy#0,: OPERATION THEATRE,OPERATION THEATRE#",,,,,,,,yes,,yes,yes,,,,,,,,,,,,,,,,,yes,"Amount,5,Particulars,0,Provider,1,Amount,5,Amount,5",,,,,,,,,"\d\.\d|\d\:\d,\d\.\d,\d\/\d{2}\/\d,ANAESTHETIST FEES GRADE 4 -,5,3,1,0,3",,,,,,,,,,,,,,,,,,"BED CHARGES,DOCTOR FEES,EQUIPMENT CHARGES,Pharmacy,Pharmacy Returns,SERVICE CHARGES,PROCEDURE,OPERATION THEATRE,LABORATORY,RADIOLOGY,Cardiology,Hospital Service,OPERATION THEATRE ..,Pharmacy.,. OPERATION THEATRE,CHARGES",,"Description,Date,Qty,Rate,Remark,Amount",,,"122, 448, 925, 1307, 1332, 1443, 1443, 1609, 1895, 578,1800, 2559"
Bhagwanmahavir_N13068,6,,"Order Dt|Order Di,10",50,,"Particulars,Order Dt|Order Di","5,10,1","2,1,0","Remark,Order Dt|Order Di","1,10,0","2,1,1","Remark,Order Dt|Order Di","1,10,0","2,1,1","Order Dt,Order Dt|Order Di","90,10,1","115,10,0","QTY,Order Dt|Order Di","116,10,1","135,10,0","NET AMOUNT,Order Dt|Order Di","135,10,1","15,1,0",,,,,,,,,,"Order Dt|Order Di,",,-15,"SERVICES Total :|SERVICES Total :,",,-45,Total,,,Total Vitamin,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,yes,"EDICA|Patient|Discharge|Consulting,0,EDICA,2,EDICARANCI|Order,3,EDICA|RANCI|Printed|ICICI,4,EDICA|Page,5",,,,,,,,,"\w{8}\s\w{4}\s\w{12}\s\(\w{2}\.\s\w{5}\s\w{6}\W\s\w{8}\s\w{4}\s\w{4}\)|\w{2}\s\w{12}\s\w{4}|\w{2}\s\w{12}\s\w{4}\s\(\w{2}\.\s\w{6}\s\w{8}\)|\d\.\d|\w{12}\s\w{4}|\w{7}\s\w{4}|\w{7}\s\w{4}\s\(\w{2}\.\s\w+\s\w+\)\w+\s\w+\s\w+\s\w+\s\d{2}\-\w{3}\-\d{2}\s\(\w+\),\d{2}\-\w{3}\-\d{2},\d\.\d|\d+\-\w+\-\d+|\d{2}\-\w{3}\-\d{2}|\d,\d\.\d|\d{3}\.\d{2}|\d\.\d{3}\.\d{2},0,3,4,5,2",,,,,,,,,,,,,,,,,,"Room Rent,Professional Fees,OT Charges,IP Consultation / Visit fees,OPD / Ward Procedure Charges,Radiology,Laboratory,Administration Charges,Blood and Blood Component,Cardiac Investigations,Instrument / Equipment Charges,Cath Lab Procedure,Instrument / Equipment Charges,Services,Professional Fees,Professional Fees,Other Charges",,"Particulars,Remark,Remark,Date,Qty,Amount",,,
